id,restaurant_name,reviewer_name,review_text,rating,date_of_visit,location,review_length,month_of_visit
384,Стильна Шашлична,Соломія,Довго Чекали На Замовлення довго чекали на замовлення затишне місце погане обслуговування борщ був несмачний. Офіціантка Повільно Обслуговувала чистий столик рекомендую велика сирна тарілка принесли пересмажений стейк комфортно атмосфера чудова велика сирна тарілка. Могло Бути Краще погане обслуговування затишне місце раджу спробувати напої власного виробництва затишне місце.,3,2023-10-15,Родинське,378,10
385,Смачна Забігайлівка,Еріка,Чистий Столик атмосфера чудова затишне місце.,1,2024-01-06,Білопілля,45,1
386,Чудова Кухня,Вікторія,Сучасний Iнтер`Єр чудово борщ був несмачний гарна територія найкращі роли не сподобалось раджу відвідати. Гарна Територія непоганий салат класне обслуговування довго чекали на замовлення враження позитивні раджу спробувати напої власного виробництва велике меню. Атмосфера Чудова чистий столик гарна територія приємні ціни.,4,2022-12-09,Новомосковськ,323,12
387,Відома Таверна,Феофан,Принесли Пересмажений Стейк комфортно непоганий салат затишне місце офіціантка повільно обслуговувала страви були холодні довго чекали на чек.,1,2022-09-04,Шепетівка,142,9
388,Сучасна Варенична,Данна,Страви Були Холодні приємні ціни принесли холодну каву світлий зал із чудовим краєвидом було смачно принесли пересмажений стейк жахливо чистий столик.,2,2022-06-22,Новоукраїнка,150,6
389,Пікантна Насолода,Руслан,Велике Меню офіціантка повільно обслуговувала було смачно враження позитивні. Світлий Зал Із Чудовим Краєвидом довго чекали на чек було смачно чудово найкращі роли враження позитивні приємні ціни. Враження Позитивні чистий столик довго чекали на чек приємні ціни піца смачна гарна територія найкращі роли.,3,2022-03-07,Федорівка,305,3
390,Мʼясна Страва,Михайло,Рекомендую світлий зал із чудовим краєвидом непоганий салат найкращі роли офіціантка повільно обслуговувала довго чекали на замовлення. Гарна Територія страви були холодні затишне місце. Комфортно раджу відвідати могло бути краще кухня на висоті було смачно найкращі роли чистий столик.,1,2022-04-30,Пологи ,286,4
391,Смачна Забігайлівка,Камілла,Раджу Відвідати піца смачна страви були холодні атмосфера чудова могло бути краще погане обслуговування. Рекомендую страви були холодні найкращі роли довго чекали на замовлення.,5,2022-09-19,Сорокине,177,9
392,Сучасна Варенична,Софія,Принесли Пересмажений Стейк рекомендую страви були холодні враження позитивні.,1,2023-01-25,Борислав,78,1
393,Ароматна Шампанерія,Наталія,Сучасний Iнтер`Єр приємні ціни не сподобалось піца смачна.,3,2022-05-23,Лохвиця,58,5
394,Мʼясна Пекарня,Федір,Жахливо комфортно гарна територія гарна територія враження позитивні довго чекали на чек. Гарна Територія велика сирна тарілка велика сирна тарілка жахливо могло бути краще довго чекали на чек. Приємні Ціни раджу відвідати довго чекали на замовлення непоганий салат могло бути краще непоганий салат чистий столик.,2,2023-12-22,Корець,313,12
395,Грибова Колиба,Леонід,Непоганий Салат велике меню раджу відвідати враження позитивні.,3,2022-05-01,Сокаль,63,5
396,Смачна Забігайлівка,Богуслав,Погане Обслуговування класне обслуговування рекомендую страви були холодні затишне місце. Погане Обслуговування чудово погане обслуговування комфортно піца смачна класне обслуговування раджу відвідати. Могло Бути Краще було смачно принесли пересмажений стейк велике меню чистий столик довго чекали на чек погане обслуговування.,1,2022-09-12,Іллінці,327,9
397,Відома Бургерна,Юстим,Непоганий Салат атмосфера чудова чистий столик комфортно непоганий салат чудово велике меню.,2,2023-02-12,Василівка ,92,2
398,Стильна Канапка,Лукʼян,Гарна Територія непоганий салат офіціантка повільно обслуговувала велика сирна тарілка.,3,2022-07-06,Баштанка,87,7
399,Вишукана Забігайлівка,Михайлина,Принесли Холодну Каву найкращі роли довго чекали на замовлення страви були холодні могло бути краще гарна територія чистий столик. Приємні Ціни не сподобалось не сподобалось найкращі роли комфортно піца смачна. Затишне Місце довго чекали на чек раджу спробувати напої власного виробництва піца смачна непоганий салат.,3,2022-08-08,Жидачів,317,8
400,Стильна Шашлична,Марко,Затишне Місце комфортно піца смачна раджу відвідати не сподобалось велике меню непоганий салат. Страви Були Холодні непоганий салат комфортно довго чекали на чек принесли пересмажений стейк. Чистий Столик затишне місце було смачно велике меню комфортно не сподобалось. Страви Були Холодні чудово непоганий салат велике меню жахливо велика сирна тарілка затишне місце.,4,2022-11-11,Новоукраїнка,367,11
401,Пікантна Насолода,Трохим,Враження Позитивні принесли пересмажений стейк класне обслуговування враження позитивні могло бути краще чудово страви були холодні.,1,2023-12-17,Зимогір'я,132,12
402,Найкраща Шампанерія,Орхип,Страви Були Холодні рекомендую могло бути краще могло бути краще велика сирна тарілка атмосфера чудова найкращі роли.,4,2022-03-28,Долинська,117,3
403,Мʼясна Шашлична,Марія,Було Смачно було смачно могло бути краще. Не Сподобалось непоганий салат комфортно непоганий салат принесли пересмажений стейк.,1,2023-08-08,Мена ,127,8
404,Грибова Піцерія,Тарас,Непоганий Салат кухня на висоті довго чекали на замовлення раджу спробувати напої власного виробництва сучасний iнтер`єр найкращі роли. Класне Обслуговування велика сирна тарілка раджу відвідати комфортно раджу відвідати гарна територія. Затишне Місце велике меню затишне місце.,4,2022-10-16,Біляївка,278,10
405,Чудова Кухня,Святослава,Чистий Столик офіціантка повільно обслуговувала сучасний iнтер`єр велике меню.,5,2023-02-14,Черкаси,78,2
406,Грибова Закусочна,Зорян,Велика Сирна Тарілка чудово довго чекали на замовлення принесли холодну каву. Чудово чудово найкращі роли чудово раджу відвідати гарна територія.,1,2023-11-12,Миколаївка ,145,11
407,Грибова Закусочна,Микита,Рекомендую класне обслуговування непоганий салат велике меню. Довго Чекали На Чек приємні ціни довго чекали на замовлення приємні ціни.,5,2024-01-20,Монастирище,135,1
408,Стильна Канапка,Руслан,Найкращі Роли сучасний iнтер`єр було смачно враження позитивні велике меню піца смачна. Раджу Відвідати комфортно жахливо борщ був несмачний найкращі роли не сподобалось. Враження Позитивні світлий зал із чудовим краєвидом чудово довго чекали на чек світлий зал із чудовим краєвидом кухня на висоті. Раджу Спробувати Напої Власного Виробництва комфортно погане обслуговування чудово раджу спробувати напої власного виробництва велике меню.,5,2022-07-11,Іловайськ,439,7
409,Чудова Кухня,Демид,Було Смачно погане обслуговування найкращі роли непоганий салат затишне місце не сподобалось. Погане Обслуговування жахливо було смачно затишне місце сучасний iнтер`єр довго чекали на чек. Борщ Був Несмачний раджу відвідати непоганий салат затишне місце комфортно.,1,2023-06-15,Стрий,264,6
410,Райська Страва,Яків,Принесли Пересмажений Стейк могло бути краще велика сирна тарілка світлий зал із чудовим краєвидом.,1,2024-02-20,Вижниця,99,2
411,Найкраща Шампанерія,Сніжана,Жахливо довго чекали на замовлення принесли пересмажений стейк рекомендую непоганий салат. Чудово могло бути краще принесли пересмажений стейк могло бути краще атмосфера чудова кухня на висоті враження позитивні раджу спробувати напої власного виробництва.,3,2024-02-11,Міусинськ,256,2
412,Відома Бургерна,Марина,Принесли Пересмажений Стейк раджу спробувати напої власного виробництва раджу спробувати напої власного виробництва довго чекали на замовлення.,1,2023-11-10,Чистякове,143,11
413,Пікантна Насолода,Климент,Борщ Був Несмачний раджу спробувати напої власного виробництва непоганий салат велике меню непоганий салат піца смачна.,3,2024-02-14,Брянка,119,2
414,Відома Таверна,Ярема,Затишне Місце чудово найкращі роли приємні ціни велика сирна тарілка принесли холодну каву.,2,2023-12-09,Таврійськ,91,12
415,Ароматна Шампанерія,Андрій,Атмосфера Чудова гарна територія сучасний iнтер`єр принесли холодну каву. Було Смачно раджу відвідати гарна територія.,1,2022-07-08,Нововолинськ,118,7
416,Стильна Кавʼярня,Марʼяна,Затишне Місце було смачно могло бути краще чудово.,3,2024-01-17,Старий Крим,50,1
417,Райська Пирогівня,Одарка,Чудово рекомендую принесли холодну каву світлий зал із чудовим краєвидом погане обслуговування піца смачна.,2,2022-12-29,Камінь-Каширський,107,12
418,Відома Таверна,Миколай,Сучасний Iнтер`Єр велике меню приємні ціни атмосфера чудова піца смачна чудово. Приємні Ціни чудово довго чекали на замовлення атмосфера чудова непоганий салат.,1,2022-04-18,Герца,160,4
419,Вишукана Піцерія,Герман,Комфортно могло бути краще велике меню було смачно велика сирна тарілка принесли пересмажений стейк довго чекали на замовлення. Було Смачно найкращі роли принесли пересмажений стейк велике меню.,4,2023-12-22,Ходорів,194,12
420,Стильна Кавʼярня,Емілія,Гарна Територія комфортно раджу відвідати.,1,2022-12-18,Корсунь-Шевченківський,42,12
421,Відома Таверна,Вʼячеслав,Піца Смачна погане обслуговування комфортно чудово довго чекали на чек враження позитивні довго чекали на чек.,3,2022-08-20,Харків,110,8
422,Відома Таверна,Богданна,Чистий Столик принесли холодну каву рекомендую рекомендую.,2,2023-07-03,Охтирка,58,7
423,Райська Канапка,Ірина,Непоганий Салат могло бути краще довго чекали на замовлення піца смачна піца смачна.,5,2022-06-14,Зборів,84,6
424,Найкраща Шампанерія,Оксана,Чистий Столик раджу відвідати комфортно світлий зал із чудовим краєвидом гарна територія довго чекали на замовлення приємні ціни.,4,2023-09-20,Коломия,129,9
425,Відома Таверна,Трохим,Кухня На Висоті затишне місце чистий столик піца смачна піца смачна.,1,2022-03-25,Калуш,68,3
426,Пікантна Колиба,Іван,Раджу Відвідати атмосфера чудова атмосфера чудова кухня на висоті погане обслуговування не сподобалось чудово гарна територія.,2,2023-04-20,Львів,126,4
427,Райська Пирогівня,Віталій,Атмосфера Чудова раджу спробувати напої власного виробництва чудово принесли пересмажений стейк.,1,2023-09-01,Вознесенівка,96,9
428,Вишукана Піцерія,Панас,Класне Обслуговування офіціантка повільно обслуговувала рекомендую приємні ціни чистий столик класне обслуговування жахливо. Було Смачно піца смачна світлий зал із чудовим краєвидом борщ був несмачний піца смачна офіціантка повільно обслуговувала жахливо погане обслуговування. Чудово принесли холодну каву враження позитивні борщ був несмачний чудово могло бути краще.,1,2023-09-08,Кам'янка (Черкаська область),369,9
429,Пікантна Кухня,Орхип,Велика Сирна Тарілка непоганий салат найкращі роли раджу спробувати напої власного виробництва страви були холодні приємні ціни рекомендую.,4,2023-05-14,Бердичів,139,5
430,Вишукана Забігайлівка,Надія,Гарна Територія гарна територія принесли холодну каву.,5,2022-07-31,Географія Вільнянська,54,7
431,Райська Бургерна,Орхип,Довго Чекали На Чек було смачно жахливо приємні ціни атмосфера чудова непоганий салат.,2,2023-11-03,Житомир,86,11
432,Грибова Піцерія,Богдан,Принесли Холодну Каву враження позитивні погане обслуговування довго чекали на замовлення велике меню. Атмосфера Чудова приємні ціни класне обслуговування офіціантка повільно обслуговувала.,2,2023-08-02,Вільнянськ,189,8
433,Пікантна Колиба,Марія,Не Сподобалось принесли пересмажений стейк довго чекали на чек непоганий салат. Офіціантка Повільно Обслуговувала довго чекали на замовлення приємні ціни страви були холодні.,1,2024-02-15,Кременчук,174,2
434,Райська Пирогівня,Варвара,Світлий Зал Із Чудовим Краєвидом довго чекали на замовлення не сподобалось комфортно чистий столик світлий зал із чудовим краєвидом.,5,2023-01-09,Ізмаїл,132,1
435,Найкраща Шампанерія,Віолетта,Не Сподобалось жахливо враження позитивні сучасний iнтер`єр кухня на висоті борщ був несмачний довго чекали на чек довго чекали на чек.,2,2023-07-22,Голубівка,135,7
436,Райська Бургерна,Ярослава,Світлий Зал Із Чудовим Краєвидом непоганий салат було смачно офіціантка повільно обслуговувала. Було Смачно офіціантка повільно обслуговувала страви були холодні жахливо велике меню.,5,2023-02-14,Городенка,182,2
437,Стильна Канапка,Гліб,Затишне Місце раджу відвідати раджу спробувати напої власного виробництва світлий зал із чудовим краєвидом раджу спробувати напої власного виробництва гарна територія. Велика Сирна Тарілка борщ був несмачний довго чекали на чек світлий зал із чудовим краєвидом враження позитивні. Атмосфера Чудова довго чекали на чек могло бути краще враження позитивні приємні ціни раджу відвідати атмосфера чудова довго чекали на замовлення.,4,2023-01-20,Добропілля,427,1
438,Вишукана Забігайлівка,Одарка,Приємні Ціни враження позитивні могло бути краще офіціантка повільно обслуговувала велика сирна тарілка світлий зал із чудовим краєвидом непоганий салат. Комфортно довго чекали на чек принесли холодну каву класне обслуговування. Не Сподобалось сучасний iнтер`єр принесли пересмажений стейк жахливо.,1,2023-08-28,Лозова ,298,8
439,Пікантна Колиба,Аврелій,Велика Сирна Тарілка довго чекали на чек рекомендую чистий столик чистий столик.,3,2022-09-01,Ланівці,80,9
440,Грибова Колиба,Вʼячеслав,Принесли Холодну Каву непоганий салат жахливо гарна територія велике меню велика сирна тарілка офіціантка повільно обслуговувала. Найкращі Роли найкращі роли велика сирна тарілка довго чекали на чек було смачно сучасний iнтер`єр.,3,2023-07-04,Підгородне,229,7
441,Пікантна Колиба,Єва,Кухня На Висоті принесли холодну каву враження позитивні затишне місце світлий зал із чудовим краєвидом.,1,2023-01-09,Кілія,104,1
442,Мʼясна Шашлична,Пармен,Не Сподобалось було смачно борщ був несмачний раджу спробувати напої власного виробництва. Могло Бути Краще було смачно велика сирна тарілка піца смачна борщ був несмачний.,3,2024-01-11,Саки ,172,1
443,Райська Канапка,Святослава,Піца Смачна могло бути краще найкращі роли атмосфера чудова піца смачна. Борщ Був Несмачний страви були холодні велика сирна тарілка жахливо світлий зал із чудовим краєвидом раджу спробувати напої власного виробництва.,4,2024-01-07,Нововолинськ,218,1
444,Відома Бургерна,Ада,Велике Меню офіціантка повільно обслуговувала борщ був несмачний чудово.,4,2022-07-24,Дніпрорудне,72,7
445,Вишукана Піцерія,Назар,Світлий Зал Із Чудовим Краєвидом було смачно велике меню страви були холодні. Чудово враження позитивні найкращі роли довго чекали на чек найкращі роли.,5,2022-11-20,Ізмаїл,152,11
446,Відома Таверна,Оксана,Комфортно враження позитивні чудово велика сирна тарілка.,4,2022-03-17,Первомайський ,57,3
447,Мʼясна Пекарня,Богданна,Велике Меню було смачно гарна територія комфортно принесли холодну каву комфортно.,3,2023-11-15,Трускавець,82,11
448,Грибова Піцерія,Анастасія,Принесли Пересмажений Стейк борщ був несмачний класне обслуговування принесли пересмажений стейк гарна територія борщ був несмачний.,1,2023-08-05,Мар'їнка,132,8
449,Райська Кавʼярня,Симон,Жахливо рекомендую враження позитивні принесли холодну каву світлий зал із чудовим краєвидом велике меню класне обслуговування.,4,2022-05-09,Ічня,127,5
450,Вишукана Піцерія,Марʼяна,Раджу Спробувати Напої Власного Виробництва сучасний iнтер`єр класне обслуговування не сподобалось чистий столик могло бути краще раджу спробувати напої власного виробництва було смачно. Чистий Столик велика сирна тарілка не сподобалось велика сирна тарілка велика сирна тарілка не сподобалось раджу відвідати.,2,2022-10-20,Шепетівка,310,10
451,Вишукана Забігайлівка,Леонтій,Довго Чекали На Чек не сподобалось чистий столик раджу спробувати напої власного виробництва атмосфера чудова велике меню.,2,2022-11-01,Старий Крим,122,11
452,Райська Бургерна,Альберт,Не Сподобалось атмосфера чудова світлий зал із чудовим краєвидом раджу відвідати піца смачна. Класне Обслуговування атмосфера чудова комфортно чудово погане обслуговування чистий столик атмосфера чудова. Офіціантка Повільно Обслуговувала кухня на висоті довго чекали на замовлення.,3,2023-08-21,Мала Виска,281,8
453,Стильна Шашлична,Венедикт,Комфортно жахливо приємні ціни погане обслуговування найкращі роли класне обслуговування могло бути краще.,3,2023-02-01,Ужгород,106,2
454,Стильна Канапка,Ярослав,Велике Меню непоганий салат гарна територія.,3,2023-09-09,Новоазовськ,44,9
455,Стильна Кавʼярня,Альберт,Було Смачно чудово велика сирна тарілка чистий столик світлий зал із чудовим краєвидом затишне місце комфортно. Чистий Столик враження позитивні комфортно офіціантка повільно обслуговувала комфортно кухня на висоті непоганий салат.,4,2023-04-13,Амвросіївка,231,4
456,Мʼясна Страва,Олег,Довго Чекали На Чек піца смачна раджу відвідати принесли пересмажений стейк атмосфера чудова піца смачна. Раджу Відвідати жахливо чистий столик борщ був несмачний могло бути краще атмосфера чудова. Приємні Ціни велика сирна тарілка враження позитивні кухня на висоті раджу відвідати кухня на висоті непоганий салат затишне місце.,4,2023-03-23,Шпола,329,3
457,Пікантна Кухня,Ростислав,Атмосфера Чудова принесли пересмажений стейк довго чекали на замовлення могло бути краще принесли пересмажений стейк затишне місце.,3,2022-05-07,Вознесенськ,131,5
458,Стильна Шашлична,Владислав,Велика Сирна Тарілка довго чекали на замовлення офіціантка повільно обслуговувала чистий столик офіціантка повільно обслуговувала погане обслуговування офіціантка повільно обслуговувала.,5,2023-05-28,Сіверськ,186,5
459,Затишна Варенична,Хома,Атмосфера Чудова комфортно чистий столик довго чекали на замовлення рекомендую сучасний iнтер`єр. Затишне Місце гарна територія найкращі роли найкращі роли раджу спробувати напої власного виробництва враження позитивні раджу спробувати напої власного виробництва.,2,2022-04-04,Нова Каховка,263,4
460,Мʼясна Страва,Орхип,Велике Меню довго чекали на чек рекомендую офіціантка повільно обслуговувала довго чекали на замовлення.,5,2023-02-09,Новодружеськ,104,2
461,Райська Страва,Віра,Велике Меню раджу відвідати найкращі роли було смачно довго чекали на чек чистий столик принесли холодну каву не сподобалось.,5,2023-03-08,Докучаєвськ,125,3
462,Пікантна Кухня,Пріска,Непоганий Салат довго чекали на замовлення комфортно довго чекали на чек раджу спробувати напої власного виробництва. Борщ Був Несмачний могло бути краще раджу спробувати напої власного виробництва не сподобалось принесли пересмажений стейк гарна територія офіціантка повільно обслуговувала було смачно.,2,2022-06-26,Торецьк,303,6
463,Грибова Піцерія,Розалія,Офіціантка Повільно Обслуговувала класне обслуговування приємні ціни принесли пересмажений стейк чистий столик не сподобалось чудово.,5,2023-06-12,Добропілля,133,6
464,Пікантна Насолода,Максим,Затишне Місце комфортно раджу відвідати велике меню. Не Сподобалось жахливо було смачно страви були холодні. Довго Чекали На Чек довго чекали на замовлення принесли пересмажений стейк чудово не сподобалось могло бути краще офіціантка повільно обслуговувала.,2,2023-05-13,Тисмениця,257,5
465,Стильна Канапка,Кирило,Жахливо борщ був несмачний затишне місце офіціантка повільно обслуговувала рекомендую чистий столик непоганий салат жахливо.,3,2022-03-31,Макіївка,124,3
466,Найкраща Кухня,Емілія,Жахливо гарна територія сучасний iнтер`єр довго чекали на замовлення затишне місце страви були холодні могло бути краще.,2,2022-03-29,Василівка ,120,3
467,Стильна Канапка,Святослава,Найкращі Роли приємні ціни принесли холодну каву атмосфера чудова найкращі роли. Довго Чекали На Замовлення найкращі роли приємні ціни.,1,2023-09-26,Чорнобиль,135,9
468,Вишукана Піцерія,Юстим,Раджу Спробувати Напої Власного Виробництва чистий столик чудово найкращі роли жахливо довго чекали на замовлення довго чекали на чек.,5,2023-04-03,Світлодарськ,134,4
469,Стильна Шашлична,Розалія,Затишне Місце довго чекали на замовлення кухня на висоті приємні ціни офіціантка повільно обслуговувала атмосфера чудова довго чекали на замовлення.,1,2023-04-11,Турка,148,4
470,Сучасна Варенична,Аркадій,Принесли Холодну Каву страви були холодні гарна територія страви були холодні довго чекали на замовлення раджу відвідати. Найкращі Роли комфортно принесли пересмажений стейк не сподобалось.,2,2022-11-17,Надвірна,189,11
471,Мʼясна Пекарня,Ірена,Офіціантка Повільно Обслуговувала сучасний iнтер`єр офіціантка повільно обслуговувала комфортно гарна територія найкращі роли. Раджу Спробувати Напої Власного Виробництва раджу відвідати довго чекали на чек принесли холодну каву принесли холодну каву не сподобалось. Чистий Столик раджу спробувати напої власного виробництва кухня на висоті борщ був несмачний сучасний iнтер`єр.,1,2023-06-08,Устилуг,378,6
472,Мʼясна Пекарня,Степан,Страви Були Холодні чистий столик довго чекали на чек світлий зал із чудовим краєвидом приємні ціни найкращі роли.,4,2022-10-07,Могилів-Подільський,114,10
473,Грибова Закусочна,Соломон,Кухня На Висоті чудово комфортно.,3,2024-01-26,Дніпро ,33,1
474,Райська Пирогівня,Гліб,Класне Обслуговування враження позитивні затишне місце приємні ціни атмосфера чудова піца смачна. Комфортно чудово гарна територія борщ був несмачний не сподобалось світлий зал із чудовим краєвидом жахливо. Атмосфера Чудова раджу спробувати напої власного виробництва непоганий салат комфортно принесли пересмажений стейк.,2,2022-03-25,Хоростків,322,3
475,Найкраща Кухня,Лукʼян,Велике Меню комфортно велике меню піца смачна кухня на висоті раджу спробувати напої власного виробництва жахливо принесли пересмажений стейк. Було Смачно довго чекали на замовлення велика сирна тарілка.,1,2023-10-03,Балаклія,203,10
476,Стильна Кавʼярня,Данило,Кухня На Висоті раджу спробувати напої власного виробництва довго чекали на чек погане обслуговування кухня на висоті.,5,2022-07-30,Сорокине,118,7
477,Найкраща Кухня,Алла,Борщ Був Несмачний страви були холодні було смачно.,2,2023-05-14,Володимир-Волинський,51,5
478,Найкраща Шампанерія,Тереза,Довго Чекали На Замовлення офіціантка повільно обслуговувала страви були холодні чудово офіціантка повільно обслуговувала.,5,2023-02-05,Оріхів,122,2
479,Ароматна Шампанерія,Варфоломій,Довго Чекали На Чек страви були холодні найкращі роли затишне місце офіціантка повільно обслуговувала.,2,2022-05-24,Тараща,102,5
480,Відома Таверна,Одарка,Довго Чекали На Чек враження позитивні чистий столик велика сирна тарілка борщ був несмачний довго чекали на чек.,3,2023-01-09,Скалат,113,1
481,Райська Бургерна,Вʼячеслав,Затишне Місце велика сирна тарілка принесли холодну каву було смачно гарна територія принесли холодну каву.,3,2023-10-16,Шостка,107,10
482,Стильна Шашлична,Алла,Чистий Столик атмосфера чудова принесли пересмажений стейк велике меню могло бути краще було смачно.,5,2024-01-30,Берислав,100,1
483,Затишна Варенична,Дмитро,Принесли Холодну Каву не сподобалось страви були холодні раджу спробувати напої власного виробництва велике меню враження позитивні затишне місце.,1,2023-03-24,Олександрія,146,3
484,Сучасна Варенична,Гаврило,Класне Обслуговування піца смачна приємні ціни борщ був несмачний рекомендую. Сучасний Iнтер`Єр принесли пересмажений стейк кухня на висоті погане обслуговування страви були холодні принесли пересмажений стейк найкращі роли.,3,2023-06-08,Благовіщенське,224,6
485,Вишукана Піцерія,Климент,Атмосфера Чудова велике меню раджу відвідати враження позитивні приємні ціни. Найкращі Роли довго чекали на замовлення кухня на висоті враження позитивні піца смачна чистий столик.,3,2023-01-31,Сулимівка (Слов'янськ),180,1
486,Найкраща Кухня,Марта,Раджу Спробувати Напої Власного Виробництва погане обслуговування враження позитивні офіціантка повільно обслуговувала кухня на висоті раджу спробувати напої власного виробництва. Страви Були Холодні борщ був несмачний довго чекали на чек комфортно.,3,2023-12-24,Коростень,249,12
487,Вишукана Піцерія,Георгій,Борщ Був Несмачний було смачно велике меню довго чекали на замовлення сучасний iнтер`єр могло бути краще. Раджу Спробувати Напої Власного Виробництва жахливо атмосфера чудова кухня на висоті.,2,2022-06-21,Подільськ,191,6
488,Стильна Канапка,Марія,Світлий Зал Із Чудовим Краєвидом раджу спробувати напої власного виробництва чистий столик непоганий салат гарна територія могло бути краще. Піца Смачна світлий зал із чудовим краєвидом кухня на висоті чистий столик найкращі роли.,1,2022-09-28,Мала Виска,230,9
489,Пікантна Колиба,Геннадій,Офіціантка Повільно Обслуговувала принесли пересмажений стейк враження позитивні світлий зал із чудовим краєвидом не сподобалось борщ був несмачний. Чудово враження позитивні принесли пересмажений стейк велике меню класне обслуговування погане обслуговування.,4,2023-10-26,Канів,259,10
490,Грибова Закусочна,Пармен,Атмосфера Чудова страви були холодні гарна територія затишне місце могло бути краще довго чекали на замовлення.,3,2022-10-12,Першотравенськ,111,10
491,Пікантна Колиба,Тимофій,Не Сподобалось борщ був несмачний жахливо. Раджу Відвідати непоганий салат рекомендую світлий зал із чудовим краєвидом. Враження Позитивні рекомендую довго чекали на замовлення світлий зал із чудовим краєвидом.,4,2023-03-24,Городенка,210,3
492,Мʼясна Пекарня,Борис,Було Смачно непоганий салат довго чекали на замовлення борщ був несмачний. Раджу Спробувати Напої Власного Виробництва раджу спробувати напої власного виробництва принесли холодну каву могло бути краще чистий столик.,5,2022-04-02,Жовква,216,4
493,Стильна Шашлична,Ліза,Атмосфера Чудова могло бути краще затишне місце велике меню принесли пересмажений стейк атмосфера чудова. Велике Меню атмосфера чудова довго чекали на замовлення велика сирна тарілка раджу спробувати напої власного виробництва враження позитивні.,4,2023-05-31,Бурштин ,246,5
494,Сучасна Варенична,Давид,Велике Меню офіціантка повільно обслуговувала велике меню офіціантка повільно обслуговувала враження позитивні рекомендую кухня на висоті.,5,2024-02-17,Суми,138,2
495,Вишукана Піцерія,Анжела,Раджу Спробувати Напої Власного Виробництва раджу спробувати напої власного виробництва затишне місце рекомендую. Було Смачно раджу відвідати було смачно.,5,2022-03-02,Рені,154,3
